objectid,centroid_lon,centroid_lat
1,-74.17400027276304,40.691831206401325
2,-73.83129854302213,40.61674529165957
3,-73.84742223236718,40.86447368477527
4,-73.97696825691759,40.72375214158459
5,-74.18848410184935,40.55265928694546
6,-74.07177055895134,40.600324146034424
7,-73.91969431946075,40.7614925621636
8,-73.9230861575075,40.778558653750515
9,-73.7879488777789,40.75103502557218
24,-73.96547951516966,40.801970493899425
10,-73.79098635986959,40.678953310115105
11,-74.00748815801177,40.60427284003062
12,-74.01556351255894,40.70294583498452
13,-74.01607915192938,40.71203815707432
18,-73.89018328872038,40.86768245607527
25,-73.98611382213656,40.68563374132041
14,-74.02989237418787,40.62483492360799
15,-73.78597227877704,40.783333047260825
22,-73.99525857986232,40.61221825780545
23,-74.17088688155253,40.60644770102735
16,-73.77342181890143,40.762738375442225
17,-73.9499050350751,40.69150749488049
19,-73.72665537528698,40.73548677976318
20,-73.88586748106964,40.85777967544136
21,-73.98353709672229,40.60142943983495
26,-73.98866123078287,40.63094965524526
27,-73.90690832237571,40.5591332794673
28,-73.80872901637508,40.71159635794484
33,-73.99525011996629,40.695798221211106
29,-73.96121676866845,40.580921971933584
31,-73.87547595053037,40.85774668091573
32,-73.86490099876723,40.86400220602343
30,-73.82192695679392,40.603687442135325
34,-73.97118869233043,40.70085573851691
35,-73.91025783136135,40.664003117925766
36,-73.91771053131578,40.700522199519
37,-73.92224002165723,40.69499431844193
38,-73.73555427058828,40.69434146723156
39,-73.89973495669389,40.63803713911685
40,-73.99595619089156,40.6791990140969
41,-73.95129200243512,40.80433394979442
45,-73.99815149899052,40.71245931177932
46,-73.78198714613215,40.84908594313943
42,-73.94077166756259,40.818257861119044
43,-73.96555356545908,40.78247809974769
44,-74.23353354937646,40.525494581763574
47,-73.90031590586496,40.842749176097854
48,-73.989844643133,40.76225275531919
49,-73.96236353818352,40.687967457147245
50,-73.9951352207551,40.766237725041655
51,-73.82826367307182,40.873973054920086
52,-73.99672403175194,40.68665124165588
53,-73.84281349543171,40.780912355790896
54,-74.00291127745284,40.68720074733709
55,-73.98794343407188,40.576960753637564
56,-73.85884524944,40.74140677482956
57,-73.85358156034263,40.751819366999264
58,-73.82039319252782,40.84145210068231
59,-73.89498588493974,40.83855028852771
60,-73.88590003419164,40.83399047727372
61,-73.93928705867955,40.67446941826625
62,-73.94878853931498,40.666540405785405
63,-73.87817261050249,40.68383976195084
64,-73.7393371499285,40.76061560532138
65,-73.98608600498395,40.695337529460986
72,-73.92225097400487,40.65236480407718
66,-73.98570161582278,40.7022589388223
67,-74.01380148744013,40.619619467834944
68,-73.99991742024714,40.74842755506554
73,-73.80729418212232,40.75410888689277
69,-73.91502929553266,40.83141669708498
70,-73.86839559842015,40.763352201132975
71,-73.93796627061685,40.64428817438895
79,-73.98593745682464,40.72762019590936
80,-73.93679314491878,40.715369882143314
74,-73.93734560812489,40.801169480586296
85,-73.95162318261008,40.64611634689489
86,-73.75524369679556,40.60243279341622
75,-73.94575026755157,40.7900107514952
76,-73.87682061127202,40.660935196550405
77,-73.89536411750329,40.66655893903507
78,-73.88552181587433,40.84496041014594
81,-73.83664334408299,40.88093541148925
87,-74.00749598562426,40.706808451665665
82,-73.87711833280919,40.73949564677802
83,-73.89217338112863,40.73832381382578
84,-74.18767433468827,40.52868644656603
88,-74.01151502922316,40.703357903235975
89,-73.96096824906373,40.637900123473564
90,-73.99697141558367,40.74227862901209
125,-74.00748581800949,40.726290410281024
91,-73.93009701219937,40.626272763336225
92,-73.82885869884264,40.761102189834205
93,-73.84086726234158,40.740675872160516
94,-73.89953593442144,40.85815519618384
95,-73.84766941187522,40.721432275021115
96,-73.87155842518146,40.697000613100926
97,-73.97488208618893,40.69078679421068
98,-73.77725346665986,40.73446262820073
99,-74.18641851305911,40.576773635486845
100,-73.98878659911529,40.75351275872555
101,-73.71102598691229,40.74599381838399
102,-73.87573576709777,40.70354561076272
103,-74.04528829364004,40.689860103659996
104,-74.04077076873651,40.69876867362594
105,-74.01907272636822,40.68878423861278
106,-73.99064727363117,40.67351279686057
107,-73.98405213268907,40.73682405761877
108,-73.98143115020042,40.58840346529011
109,-74.15088980760541,40.551862998076885
110,-74.12834244237264,40.545780316595426
111,-73.99023450433015,40.65213727041885
112,-73.9495403048219,40.72950628420855
113,-73.99430477051166,40.73257907302683
114,-73.9973802602004,40.7283403913721
115,-74.08783880974954,40.61797137588905
116,-73.94852173020882,40.82701265492519
117,-73.78962208250094,40.59405875281388
118,-74.13297872511694,40.58655462662609
119,-73.92615723620794,40.837826991698684
120,-73.93018219742828,40.846667748302565
149,-73.94813559494119,40.60491359556358
150,-73.94362872180557,40.58047327426191
121,-73.80244428186217,40.72833332297287
122,-73.76113699730597,40.71063928425083
123,-73.96433367133908,40.59995429251373
124,-73.84491858438558,40.65824796123041
126,-73.88553752149424,40.81207445859184
127,-73.91930823586213,40.86607500072765
128,-73.92436981716105,40.87237880957345
129,-73.88531724061079,40.75731206303897
134,-73.82871246597533,40.70805099798782
151,-73.9681683330924,40.79796199309987
130,-73.79397965822716,40.70436877745487
139,-73.74423435166719,40.677097797908836
131,-73.77610076139925,40.72065523874934
132,-73.78653298335013,40.64698489239493
133,-73.97619898951332,40.64059007067433
140,-73.95473878380506,40.765484087889696
135,-73.82119590387471,40.7283776832571
136,-73.90591118270507,40.865264191524695
137,-73.97649472376759,40.740438978596224
141,-73.95963474149173,40.76694821638301
142,-73.98153220639178,40.77363329302687
152,-73.95378223705627,40.81797514762929
138,-73.87362864289105,40.77437570593227
143,-73.98764554944395,40.77596522876084
144,-73.99691854183824,40.72088889344507
145,-73.94889145447944,40.74537943399828
146,-73.93482888929141,40.75424252050013
147,-73.89895638182651,40.81967597930474
148,-73.99089626184728,40.718938359380054
153,-73.91037866410585,40.87596780221223
154,-73.90259658693085,40.593570836584774
155,-73.91527709386853,40.61459098927554
156,-74.16723534170714,40.63130769285282
159,-73.91284939799151,40.81825974768964
157,-73.90232968131365,40.72399507493344
158,-74.0089841047852,40.73503540069646
160,-73.88005140814955,40.71833677001358
161,-73.97769793122406,40.758028043526075
162,-73.97235594352028,40.75668765218863
163,-73.97756868222716,40.76442140578658
164,-73.98515639467685,40.748574629356526
170,-73.97849159965226,40.74774579364371
165,-73.95682460583807,40.62092404874607
166,-73.96176359682927,40.809456961125086
167,-73.90235177500072,40.82751255686385
178,-73.970325801283,40.617314937151505
168,-73.9168219380647,40.80734716766509
169,-73.90512221938538,40.84905837739107
171,-73.80954582099437,40.768351626308295
172,-74.10501900721485,40.57176889293241
173,-73.86303754486687,40.75257923914942
174,-73.87902225226013,40.87713760287637
175,-73.75462173612384,40.74267210348254
179,-73.92833318686118,40.771570243583206
176,-74.12258402976964,40.56199423458391
177,-73.91363213611346,40.676644101039976
180,-73.847043172694,40.675594990706514
181,-73.98141374048741,40.670374325917
182,-73.85798694048576,40.83774866435335
183,-73.83158179959668,40.84917261718242
184,-73.8078572663128,40.868276203547545
185,-73.85439380221172,40.85440471268903
186,-73.9924375369761,40.74849718140483
189,-73.9675868122295,40.67763538934709
190,-73.96891374270629,40.66162215835666
187,-74.14078750231768,40.6281668745718
188,-73.9474416450047,40.65874445085652
191,-73.74153176997538,40.715454515305
192,-73.81522935845771,40.74375148543135
193,-73.9419970581842,40.760313635026776
194,-73.92459630024571,40.79100078171111
196,-73.86333855806281,40.72615563957904
195,-74.00917849113307,40.675548862280735
203,-73.73947255987301,40.65785341801916
197,-73.83092407449996,40.69454235438108
198,-73.9017092644472,40.70652679441934
199,-73.882658247006,40.791132903077305
212,-73.86967965711686,40.82790214858725
213,-73.85813498781424,40.817858557707936
200,-73.90698710771422,40.899529064376274
204,-74.20782608356569,40.54033400529595
201,-73.84345281477816,40.57798249377494
202,-73.94995171169585,40.76189974995488
205,-73.76314612543847,40.69120144680595
206,-74.10231250352751,40.638972205166354
207,-73.89935256434538,40.76398558883035
208,-73.82354011891923,40.82331858387732
209,-74.00366456329898,40.70907274279292
210,-73.94050716694059,40.59202346436411
211,-74.00153756565634,40.72388811004153
214,-74.08551235826917,40.58678663305175
215,-73.79096393223055,40.69442755408855
216,-73.81945963682764,40.676154037213614
217,-73.95859684507167,40.70391644046558
218,-73.77303565610495,40.67208970676713
219,-73.76450578558237,40.66218488071129
225,-73.93188826440706,40.68816818695473
220,-73.91066467564433,40.882403113208994
224,-73.9765976732335,40.73182063601661
226,-73.92467306585047,40.73769895644422
221,-74.07370444530248,40.61876927873191
222,-73.88241292571811,40.64752703432335
223,-73.90540773409832,40.777426920532584
227,-74.00465205914722,40.641886315765014
228,-74.01127116962877,40.65235464953823
229,-73.9651457991842,40.75672894163289
230,-73.98419648907571,40.75981761719165
231,-74.007879708664,40.71777273626497
239,-73.97863194845078,40.78396143031358
232,-73.98302455833489,40.714732506939214
233,-73.97044256869238,40.74991407790198
234,-73.99045782354736,40.74033744175685
235,-73.91597542466444,40.85252114926332
236,-73.95701169835736,40.78043643718976
237,-73.9656345353807,40.76861518381137
238,-73.97304890061596,40.79170493442689
240,-73.88197807761948,40.89459912750683
241,-73.89562001785484,40.876512375445365
258,-73.85576675985416,40.688721356981084
242,-73.85067057708335,40.84678289580965
245,-74.10286011016633,40.630049391830475
263,-73.95100987481806,40.77876585543422
243,-73.93283148761273,40.85710828331415
244,-73.94139910573647,40.841708771119585
253,-73.84124393899134,40.76063075217239
246,-74.00401512528659,40.753309065983096
247,-73.9244087326425,40.82898823048439
248,-73.87228927297,40.83416531682738
249,-74.00287495910835,40.734576007331555
257,-73.9779824133001,40.653611871336444
250,-73.84864070062382,40.83210165963196
251,-74.12534779829353,40.61688000771161
252,-73.81565681270993,40.7881930167285
254,-73.85894823975754,40.88215708304683
255,-73.95741813122189,40.71880391812966
256,-73.95990462730536,40.710879933377214
259,-73.85221545370123,40.897932025294516
260,-73.90630644197891,40.74423471780134
261,-74.01302277174901,40.70913894067164
262,-73.94651035601468,40.775932403149774
